Extinction, scattering, and absorption properties computed for the
carbonaceous - silicate dust model of Weingartner & Draine (2001) and
Li & Draine (2001).

Model consists of mixture of carbonaceous grains, and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001).  PAH optical properties are from Li
& Draine (2001).  Graphite and silicate optical properties from Draine
& Lee (1984), Laor & Draine (1993), Weingartner & Draine (2001), and
Li & Draine (2001).

Grain size distribution: Weingartner & Draine (2001) model for
R_V=3.1 galactic dust with C/H = b_C = 60.e-6 in two log-normal size
distributions.

The PAH/graphitic grains in the log-normal size distributions are
assumed to be 50% neutral and 50% ionized.  The PAH/graphitic grains
in the size distribution given by eq. (5,6) of Weingartner & Draine
(2001) are assumed to be 100% ionized.

**************************** NOTE ***********************************
C_ext/H and K_abs published in Table 6 of Li & Draine (2001) are too
small by a factor of 1.086 (see erratum, Li & Draine 2001b).

This table is an extended and corrected version of Table 6 from Li & 
Draine (2001), recalculated by B.T. Draine 2001.07.05

*********************************************************************

References:
Draine, B.T., & Lee, H.-M. 1984, "Optical Properties of Interstellar
    Graphite and Silicate Grains", Astrophys. J., 285, 89-108
Laor, A., & Draine, B.T. 1993, "Spectroscopic Constraints on the Properties
    of Dust in Active Galactic Nuclei", Astrophys. J., 402, 441-468
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust. II.
    The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, "Dust Grain-Size Distributions and 
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548, 296-309

Tabulated quantities:
lambda  = wavelength in vacuo (micron)
albedo  = (scattering cross section)/(extinction cross section)
g       = <cos(theta)> for scattered light
1.072E+00 0.6016  0.3332 1.881E-22 4.135E+03
1.078E+00 0.6006  0.3310 1.864E-22 4.108E+03
1.084E+00 0.5995  0.3288 1.848E-22 4.082E+03
1.090E+00 0.5985  0.3266 1.831E-22 4.056E+03
1.096E+00 0.5974  0.3245 1.814E-22 4.030E+03
1.103E+00 0.5963  0.3224 1.798E-22 4.005E+03
1.109E+00 0.5953  0.3203 1.782E-22 3.979E+03
1.116E+00 0.5942  0.3182 1.766E-22 3.954E+03
1.122E+00 0.5931  0.3162 1.751E-22 3.930E+03
1.128E+00 0.5921  0.3141 1.735E-22 3.905E+03
1.135E+00 0.5910  0.3121 1.720E-22 3.881E+03
1.142E+00 0.5899  0.3100 1.705E-22 3.857E+03
1.148E+00 0.5888  0.3079 1.689E-22 3.833E+03
1.155E+00 0.5877  0.3059 1.674E-22 3.809E+03
1.161E+00 0.5866  0.3038 1.659E-22 3.785E+03
1.168E+00 0.5855  0.3018 1.645E-22 3.761E+03
1.175E+00 0.5844  0.2998 1.630E-22 3.737E+03
1.182E+00 0.5833  0.2978 1.615E-22 3.713E+03
1.189E+00 0.5822  0.2959 1.601E-22 3.690E+03
1.195E+00 0.5811  0.2940 1.587E-22 3.667E+03
1.202E+00 0.5800  0.2921 1.573E-22 3.644E+03
1.209E+00 0.5789  0.2902 1.559E-22 3.622E+03
1.216E+00 0.5778  0.2884 1.545E-22 3.599E+03
1.223E+00 0.5767  0.2866 1.532E-22 3.577E+03
1.230E+00 0.5755  0.2847 1.518E-22 3.555E+03
1.237E+00 0.5744  0.2829 1.505E-22 3.533E+03
1.245E+00 0.5733  0.2811 1.492E-22 3.512E+03
1.252E+00 0.5721  0.2792 1.478E-22 3.490E+03
1.259E+00 0.5710  0.2774 1.465E-22 3.468E+03
1.266E+00 0.5698  0.2756 1.452E-22 3.446E+03
1.274E+00 0.5687  0.2738 1.439E-22 3.425E+03
1.281E+00 0.5675  0.2720 1.426E-22 3.403E+03
1.288E+00 0.5664  0.2703 1.414E-22 3.382E+03
1.296E+00 0.5652  0.2686 1.401E-22 3.361E+03
1.303E+00 0.5641  0.2669 1.389E-22 3.340E+03
1.311E+00 0.5629  0.2653 1.377E-22 3.319E+03
1.318E+00 0.5618  0.2637 1.364E-22 3.299E+03
1.326E+00 0.5606  0.2620 1.353E-22 3.279E+03
1.334E+00 0.5594  0.2604 1.341E-22 3.259E+03
1.341E+00 0.5582  0.2588 1.329E-22 3.239E+03
1.349E+00 0.5570  0.2571 1.317E-22 3.219E+03
1.357E+00 0.5558  0.2555 1.305E-22 3.199E+03
1.365E+00 0.5546  0.2539 1.294E-22 3.179E+03
1.372E+00 0.5534  0.2522 1.282E-22 3.159E+03
1.380E+00 0.5522  0.2507 1.271E-22 3.139E+03
1.388E+00 0.5510  0.2491 1.259E-22 3.120E+03
1.396E+00 0.5497  0.2475 1.248E-22 3.100E+03
1.404E+00 0.5485  0.2460 1.237E-22 3.081E+03
1.413E+00 0.5473  0.2445 1.226E-22 3.062E+03
1.421E+00 0.5461  0.2431 1.215E-22 3.043E+03
1.429E+00 0.5448  0.2416 1.204E-22 3.024E+03
1.437E+00 0.5436  0.2402 1.194E-22 3.005E+03
1.445E+00 0.5424  0.2387 1.183E-22 2.987E+03
1.454E+00 0.5411  0.2372 1.172E-22 2.968E+03
1.462E+00 0.5398  0.2358 1.162E-22 2.950E+03
1.471E+00 0.5385  0.2343 1.151E-22 2.932E+03
1.479E+00 0.5372  0.2328 1.141E-22 2.914E+03
1.488E+00 0.5359  0.2313 1.131E-22 2.895E+03
1.496E+00 0.5346  0.2298 1.120E-22 2.877E+03
1.505E+00 0.5332  0.2284 1.110E-22 2.859E+03
1.514E+00 0.5319  0.2269 1.100E-22 2.841E+03
1.522E+00 0.5306  0.2255 1.090E-22 2.824E+03
1.531E+00 0.5292  0.2241 1.080E-22 2.806E+03
1.540E+00 0.5279  0.2227 1.071E-22 2.789E+03
1.549E+00 0.5266  0.2214 1.061E-22 2.771E+03
1.558E+00 0.5252  0.2200 1.051E-22 2.754E+03
1.567E+00 0.5239  0.2186 1.042E-22 2.737E+03
1.576E+00 0.5226  0.2172 1.032E-22 2.720E+03
1.585E+00 0.5212  0.2157 1.023E-22 2.703E+03
1.594E+00 0.5199  0.2143 1.014E-22 2.685E+03
1.603E+00 0.5185  0.2128 1.004E-22 2.668E+03
1.613E+00 0.5171  0.2114 9.952E-23 2.651E+03
1.622E+00 0.5157  0.2099 9.860E-23 2.635E+03
1.631E+00 0.5143  0.2084 9.769E-23 2.618E+03
1.641E+00 0.5129  0.2070 9.679E-23 2.601E+03
1.650E+00 0.5115  0.2056 9.590E-23 2.584E+03
1.660E+00 0.5102  0.2041 9.501E-23 2.568E+03
1.669E+00 0.5088  0.2027 9.414E-23 2.551E+03
1.679E+00 0.5074  0.2013 9.327E-23 2.535E+03
1.688E+00 0.5060  0.1999 9.241E-23 2.519E+03
1.698E+00 0.5046  0.1985 9.155E-23 2.502E+03
1.708E+00 0.5032  0.1971 9.071E-23 2.486E+03
1.718E+00 0.5017  0.1956 8.986E-23 2.470E+03
1.728E+00 0.5003  0.1942 8.903E-23 2.454E+03
1.738E+00 0.4989  0.1927 8.819E-23 2.438E+03
1.748E+00 0.4974  0.1912 8.737E-23 2.423E+03
1.758E+00 0.4959  0.1897 8.655E-23 2.407E+03
1.768E+00 0.4945  0.1882 8.573E-23 2.391E+03
1.778E+00 0.4930  0.1867 8.492E-23 2.376E+03
1.789E+00 0.4915  0.1853 8.412E-23 2.360E+03
1.799E+00 0.4900  0.1838 8.333E-23 2.345E+03
1.809E+00 0.4885  0.1823 8.254E-23 2.329E+03
1.820E+00 0.4870  0.1809 8.176E-23 2.314E+03
1.830E+00 0.4855  0.1794 8.099E-23 2.299E+03
1.841E+00 0.4840  0.1779 8.023E-23 2.284E+03
1.851E+00 0.4824  0.1765 7.947E-23 2.269E+03
1.862E+00 0.4809  0.1750 7.871E-23 2.254E+03
1.873E+00 0.4794  0.1735 7.797E-23 2.240E+03
1.884E+00 0.4778  0.1720 7.722E-23 2.225E+03
1.895E+00 0.4763  0.1704 7.649E-23 2.210E+03
1.905E+00 0.4747  0.1689 7.575E-23 2.196E+03
1.916E+00 0.4731  0.1674 7.503E-23 2.181E+03
1.928E+00 0.4715  0.1658 7.430E-23 2.167E+03
1.939E+00 0.4699  0.1643 7.359E-23 2.152E+03
1.950E+00 0.4683  0.1627 7.288E-23 2.138E+03
1.961E+00 0.4667  0.1612 7.218E-23 2.123E+03
1.972E+00 0.4651  0.1597 7.148E-23 2.109E+03
1.984E+00 0.4635  0.1581 7.079E-23 2.095E+03
1.995E+00 0.4619  0.1566 7.010E-23 2.081E+03
2.007E+00 0.4603  0.1550 6.942E-23 2.067E+03
2.018E+00 0.4587  0.1535 6.875E-23 2.053E+03
2.030E+00 0.4571  0.1519 6.808E-23 2.039E+03
2.042E+00 0.4554  0.1503 6.742E-23 2.026E+03
2.054E+00 0.4538  0.1487 6.676E-23 2.012E+03
2.065E+00 0.4521  0.1471 6.611E-23 1.998E+03
2.077E+00 0.4504  0.1455 6.546E-23 1.985E+03
2.089E+00 0.4488  0.1439 6.481E-23 1.971E+03
2.101E+00 0.4471  0.1423 6.418E-23 1.958E+03
2.113E+00 0.4454  0.1407 6.354E-23 1.944E+03
2.126E+00 0.4437  0.1391 6.291E-23 1.931E+03
2.138E+00 0.4420  0.1374 6.229E-23 1.918E+03
2.150E+00 0.4403  0.1358 6.167E-23 1.904E+03
2.163E+00 0.4386  0.1342 6.106E-23 1.891E+03
2.175E+00 0.4369  0.1326 6.045E-23 1.878E+03
2.188E+00 0.4352  0.1309 5.985E-23 1.865E+03
2.200E+00 0.4335  0.1293 5.925E-23 1.852E+03
2.213E+00 0.4317  0.1276 5.866E-23 1.839E+03
2.226E+00 0.4300  0.1260 5.807E-23 1.826E+03
2.239E+00 0.4282  0.1243 5.749E-23 1.814E+03
2.252E+00 0.4265  0.1227 5.691E-23 1.801E+03
2.265E+00 0.4247  0.1210 5.634E-23 1.788E+03
2.278E+00 0.4229  0.1194 5.577E-23 1.776E+03
2.291E+00 0.4211  0.1177 5.520E-23 1.763E+03
2.304E+00 0.4193  0.1160 5.464E-23 1.751E+03
2.317E+00 0.4175  0.1143 5.409E-23 1.738E+03
2.331E+00 0.4157  0.1127 5.354E-23 1.726E+03
2.344E+00 0.4139  0.1110 5.299E-23 1.714E+03
2.358E+00 0.4121  0.1093 5.245E-23 1.701E+03
2.371E+00 0.4103  0.1076 5.192E-23 1.689E+03
2.385E+00 0.4084  0.1059 5.139E-23 1.677E+03
2.399E+00 0.4066  0.1043 5.086E-23 1.665E+03
2.413E+00 0.4048  0.1026 5.034E-23 1.653E+03
2.427E+00 0.4029  0.1009 4.982E-23 1.641E+03
2.441E+00 0.4011  0.0992 4.930E-23 1.629E+03
2.455E+00 0.3992  0.0975 4.879E-23 1.617E+03
2.469E+00 0.3974  0.0958 4.829E-23 1.606E+03
2.483E+00 0.3955  0.0941 4.779E-23 1.594E+03
2.497E+00 0.3936  0.0924 4.729E-23 1.582E+03
2.512E+00 0.3917  0.0907 4.680E-23 1.571E+03
2.526E+00 0.3898  0.0890 4.631E-23 1.559E+03
2.541E+00 0.3879  0.0873 4.583E-23 1.548E+03
2.556E+00 0.3860  0.0855 4.535E-23 1.536E+03
2.570E+00 0.3841  0.0838 4.488E-23 1.525E+03
2.585E+00 0.3822  0.0821 4.441E-23 1.514E+03
2.600E+00 0.3803  0.0804 4.394E-23 1.502E+03
2.615E+00 0.3784  0.0788 4.348E-23 1.491E+03
2.630E+00 0.3764  0.0771 4.302E-23 1.480E+03
2.645E+00 0.3745  0.0754 4.257E-23 1.469E+03
2.661E+00 0.3726  0.0736 4.212E-23 1.458E+03
2.676E+00 0.3705  0.0719 4.167E-23 1.447E+03
2.692E+00 0.3686  0.0702 4.123E-23 1.436E+03
2.707E+00 0.3666  0.0685 4.079E-23 1.425E+03
2.723E+00 0.3646  0.0668 4.035E-23 1.415E+03
2.738E+00 0.3627  0.0652 3.993E-23 1.404E+03
2.754E+00 0.3607  0.0635 3.950E-23 1.393E+03
2.770E+00 0.3587  0.0618 3.908E-23 1.383E+03
2.786E+00 0.3567  0.0601 3.866E-23 1.372E+03
2.802E+00 0.3547  0.0585 3.825E-23 1.362E+03
2.818E+00 0.3527  0.0568 3.784E-23 1.351E+03
2.835E+00 0.3507  0.0552 3.743E-23 1.341E+03
2.851E+00 0.3487  0.0535 3.703E-23 1.331E+03
2.867E+00 0.3466  0.0519 3.663E-23 1.320E+03
2.884E+00 0.3446  0.0503 3.624E-23 1.310E+03
2.901E+00 0.3426  0.0487 3.584E-23 1.300E+03
2.917E+00 0.3405  0.0470 3.546E-23 1.290E+03
2.934E+00 0.3384  0.0454 3.507E-23 1.280E+03
2.951E+00 0.3363  0.0438 3.469E-23 1.270E+03
2.968E+00 0.3343  0.0422 3.432E-23 1.260E+03
2.985E+00 0.3322  0.0407 3.394E-23 1.251E+03
3.003E+00 0.3301  0.0391 3.358E-23 1.241E+03
3.020E+00 0.3280  0.0376 3.321E-23 1.231E+03
3.037E+00 0.3260  0.0360 3.285E-23 1.222E+03
3.055E+00 0.3239  0.0345 3.249E-23 1.212E+03
3.073E+00 0.3218  0.0330 3.214E-23 1.203E+03
3.090E+00 0.3197  0.0315 3.179E-23 1.193E+03
3.108E+00 0.3175  0.0300 3.145E-23 1.184E+03
3.126E+00 0.3154  0.0285 3.110E-23 1.175E+03
3.144E+00 0.3133  0.0270 3.077E-23 1.166E+03
3.162E+00 0.3112  0.0255 3.042E-23 1.156E+03
3.181E+00 0.3090  0.0241 3.010E-23 1.148E+03
3.199E+00 0.3068  0.0227 2.978E-23 1.139E+03
3.217E+00 0.3046  0.0213 2.946E-23 1.130E+03
3.236E+00 0.3023  0.0199 2.915E-23 1.122E+03
3.255E+00 0.2999  0.0184 2.886E-23 1.115E+03
3.273E+00 0.2969  0.0170 2.862E-23 1.110E+03
3.292E+00 0.2929  0.0156 2.848E-23 1.111E+03
3.311E+00 0.2912  0.0143 2.813E-23 1.100E+03
3.330E+00 0.2907  0.0129 2.767E-23 1.083E+03
3.350E+00 0.2892  0.0116 2.731E-23 1.071E+03
3.369E+00 0.2873  0.0103 2.699E-23 1.061E+03
3.388E+00 0.2852  0.0090 2.668E-23 1.052E+03
3.408E+00 0.2831  0.0077 2.638E-23 1.043E+03
3.428E+00 0.2810  0.0064 2.608E-23 1.035E+03
3.447E+00 0.2789  0.0051 2.579E-23 1.026E+03
3.467E+00 0.2768  0.0039 2.551E-23 1.018E+03
3.487E+00 0.2746  0.0027 2.522E-23 1.009E+03
3.508E+00 0.2725  0.0014 2.494E-23 1.001E+03
3.528E+00 0.2703  0.0003 2.466E-23 9.930E+02
3.548E+00 0.2682 -0.0009 2.439E-23 9.848E+02
3.569E+00 0.2660 -0.0021 2.412E-23 9.768E+02
3.589E+00 0.2639 -0.0032 2.385E-23 9.688E+02
3.610E+00 0.2617 -0.0044 2.359E-23 9.608E+02
3.631E+00 0.2595 -0.0055 2.333E-23 9.530E+02
3.652E+00 0.2574 -0.0066 2.307E-23 9.451E+02
3.673E+00 0.2552 -0.0077 2.281E-23 9.374E+02
3.694E+00 0.2530 -0.0087 2.256E-23 9.297E+02
3.715E+00 0.2509 -0.0098 2.231E-23 9.221E+02
3.737E+00 0.2487 -0.0108 2.206E-23 9.145E+02
3.758E+00 0.2465 -0.0118 2.182E-23 9.070E+02
3.780E+00 0.2444 -0.0128 2.158E-23 8.995E+02
3.802E+00 0.2422 -0.0138 2.134E-23 8.921E+02
3.824E+00 0.2400 -0.0148 2.110E-23 8.847E+02
3.846E+00 0.2379 -0.0157 2.087E-23 8.774E+02
3.868E+00 0.2357 -0.0167 2.064E-23 8.702E+02
3.890E+00 0.2336 -0.0176 2.041E-23 8.630E+02
3.913E+00 0.2314 -0.0185 2.018E-23 8.559E+02
3.936E+00 0.2293 -0.0194 1.996E-23 8.489E+02
3.958E+00 0.2271 -0.0203 1.974E-23 8.418E+02
3.981E+00 0.2250 -0.0212 1.952E-23 8.349E+02
4.004E+00 0.2228 -0.0221 1.931E-23 8.280E+02
4.027E+00 0.2207 -0.0229 1.910E-23 8.211E+02
4.050E+00 0.2185 -0.0238 1.889E-23 8.143E+02
4.074E+00 0.2164 -0.0246 1.868E-23 8.076E+02
4.097E+00 0.2143 -0.0254 1.847E-23 8.009E+02
4.121E+00 0.2122 -0.0262 1.827E-23 7.942E+02
4.145E+00 0.2101 -0.0270 1.807E-23 7.876E+02
4.169E+00 0.2080 -0.0277 1.787E-23 7.810E+02
4.193E+00 0.2059 -0.0285 1.767E-23 7.744E+02
4.217E+00 0.2038 -0.0292 1.748E-23 7.679E+02
4.241E+00 0.2017 -0.0300 1.729E-23 7.614E+02
4.266E+00 0.1996 -0.0307 1.710E-23 7.550E+02
4.290E+00 0.1975 -0.0314 1.691E-23 7.487E+02
4.315E+00 0.1955 -0.0321 1.673E-23 7.424E+02
4.340E+00 0.1934 -0.0327 1.654E-23 7.362E+02
4.365E+00 0.1913 -0.0334 1.636E-23 7.300E+02
4.390E+00 0.1893 -0.0340 1.618E-23 7.239E+02
4.416E+00 0.1872 -0.0347 1.601E-23 7.179E+02
4.441E+00 0.1852 -0.0353 1.584E-23 7.119E+02
4.467E+00 0.1832 -0.0359 1.567E-23 7.060E+02
4.493E+00 0.1811 -0.0365 1.550E-23 7.001E+02
4.519E+00 0.1791 -0.0371 1.533E-23 6.944E+02
4.545E+00 0.1771 -0.0377 1.517E-23 6.886E+02
4.571E+00 0.1750 -0.0382 1.501E-23 6.830E+02
4.597E+00 0.1730 -0.0388 1.485E-23 6.774E+02
4.624E+00 0.1710 -0.0393 1.469E-23 6.718E+02
4.651E+00 0.1690 -0.0398 1.453E-23 6.664E+02
4.677E+00 0.1670 -0.0403 1.438E-23 6.610E+02
4.704E+00 0.1650 -0.0408 1.423E-23 6.556E+02
4.732E+00 0.1631 -0.0413 1.408E-23 6.503E+02
4.759E+00 0.1611 -0.0418 1.394E-23 6.450E+02
4.786E+00 0.1591 -0.0422 1.379E-23 6.399E+02
4.814E+00 0.1572 -0.0427 1.365E-23 6.348E+02
4.842E+00 0.1552 -0.0431 1.351E-23 6.297E+02
4.870E+00 0.1533 -0.0435 1.337E-23 6.248E+02
4.898E+00 0.1514 -0.0439 1.324E-23 6.199E+02
4.926E+00 0.1494 -0.0443 1.311E-23 6.150E+02
4.955E+00 0.1475 -0.0447 1.297E-23 6.102E+02
4.983E+00 0.1456 -0.0451 1.284E-23 6.055E+02
5.012E+00 0.1437 -0.0455 1.272E-23 6.008E+02
5.041E+00 0.1418 -0.0458 1.259E-23 5.962E+02
5.070E+00 0.1400 -0.0462 1.247E-23 5.916E+02
5.099E+00 0.1381 -0.0466 1.235E-23 5.872E+02
5.129E+00 0.1362 -0.0469 1.223E-23 5.828E+02
5.158E+00 0.1344 -0.0473 1.211E-23 5.785E+02
5.188E+00 0.1325 -0.0476 1.200E-23 5.742E+02
5.218E+00 0.1307 -0.0479 1.189E-23 5.700E+02
5.248E+00 0.1289 -0.0482 1.178E-23 5.660E+02
5.278E+00 0.1271 -0.0486 1.167E-23 5.619E+02
5.309E+00 0.1252 -0.0489 1.156E-23 5.580E+02
5.339E+00 0.1234 -0.0491 1.146E-23 5.542E+02
5.370E+00 0.1216 -0.0494 1.136E-23 5.504E+02
5.401E+00 0.1198 -0.0497 1.126E-23 5.467E+02
5.433E+00 0.1180 -0.0500 1.116E-23 5.431E+02
5.464E+00 0.1163 -0.0502 1.107E-23 5.396E+02
5.495E+00 0.1145 -0.0504 1.097E-23 5.362E+02
5.527E+00 0.1127 -0.0507 1.088E-23 5.328E+02
5.559E+00 0.1110 -0.0509 1.080E-23 5.297E+02
5.591E+00 0.1092 -0.0511 1.071E-23 5.266E+02
5.623E+00 0.1074 -0.0513 1.063E-23 5.236E+02
5.656E+00 0.1057 -0.0515 1.056E-23 5.208E+02
5.689E+00 0.1039 -0.0516 1.048E-23 5.182E+02
5.721E+00 0.1021 -0.0518 1.041E-23 5.158E+02
5.754E+00 0.1003 -0.0520 1.035E-23 5.135E+02
5.788E+00 0.0985 -0.0521 1.029E-23 5.116E+02
5.821E+00 0.0967 -0.0523 1.023E-23 5.099E+02
5.855E+00 0.0948 -0.0524 1.018E-23 5.087E+02
5.888E+00 0.0929 -0.0525 1.015E-23 5.079E+02
5.922E+00 0.0909 -0.0526 1.013E-23 5.079E+02
5.957E+00 0.0887 -0.0527 1.012E-23 5.087E+02
5.991E+00 0.0865 -0.0528 1.013E-23 5.107E+02
6.026E+00 0.0841 -0.0529 1.018E-23 5.143E+02
6.060E+00 0.0814 -0.0530 1.026E-23 5.198E+02
6.095E+00 0.0786 -0.0530 1.037E-23 5.273E+02
6.131E+00 0.0757 -0.0531 1.051E-23 5.359E+02
6.166E+00 0.0731 -0.0531 1.061E-23 5.428E+02
6.202E+00 0.0713 -0.0532 1.062E-23 5.440E+02
6.237E+00 0.0705 -0.0533 1.048E-23 5.374E+02
6.273E+00 0.0705 -0.0536 1.024E-23 5.253E+02
6.310E+00 0.0705 -0.0543 9.988E-24 5.122E+02
6.346E+00 0.0704 -0.0533 9.755E-24 5.003E+02
6.383E+00 0.0702 -0.0532 9.553E-24 4.901E+02
6.419E+00 0.0697 -0.0533 9.387E-24 4.818E+02
6.457E+00 0.0690 -0.0533 9.248E-24 4.750E+02
6.494E+00 0.0682 -0.0533 9.129E-24 4.693E+02
6.531E+00 0.0673 -0.0533 9.027E-24 4.645E+02
6.569E+00 0.0663 -0.0533 8.937E-24 4.603E+02
6.607E+00 0.0653 -0.0533 8.856E-24 4.567E+02
6.645E+00 0.0642 -0.0532 8.783E-24 4.534E+02
6.683E+00 0.0632 -0.0532 8.716E-24 4.505E+02
6.722E+00 0.0620 -0.0532 8.654E-24 4.478E+02
6.761E+00 0.0609 -0.0531 8.597E-24 4.454E+02
6.800E+00 0.0598 -0.0531 8.545E-24 4.433E+02
6.839E+00 0.0586 -0.0531 8.499E-24 4.414E+02
6.879E+00 0.0575 -0.0530 8.459E-24 4.399E+02
6.918E+00 0.0563 -0.0530 8.423E-24 4.386E+02
6.958E+00 0.0551 -0.0529 8.394E-24 4.376E+02
6.998E+00 0.0539 -0.0529 8.375E-24 4.372E+02
7.039E+00 0.0526 -0.0528 8.366E-24 4.373E+02
7.079E+00 0.0513 -0.0527 8.368E-24 4.380E+02
7.120E+00 0.0500 -0.0527 8.376E-24 4.390E+02
7.161E+00 0.0485 -0.0526 8.406E-24 4.413E+02
7.203E+00 0.0470 -0.0525 8.463E-24 4.450E+02
7.244E+00 0.0454 -0.0524 8.548E-24 4.502E+02
7.286E+00 0.0437 -0.0524 8.661E-24 4.570E+02
7.328E+00 0.0419 -0.0523 8.792E-24 4.647E+02
7.371E+00 0.0401 -0.0522 8.970E-24 4.750E+02
7.413E+00 0.0381 -0.0521 9.199E-24 4.882E+02
7.456E+00 0.0360 -0.0520 9.478E-24 5.040E+02
7.499E+00 0.0340 -0.0519 9.800E-24 5.223E+02
7.542E+00 0.0319 -0.0518 1.017E-23 5.431E+02
7.586E+00 0.0299 -0.0517 1.058E-23 5.664E+02
7.630E+00 0.0280 -0.0515 1.103E-23 5.913E+02
7.674E+00 0.0262 -0.0514 1.148E-23 6.167E+02
7.718E+00 0.0246 -0.0513 1.193E-23 6.420E+02
7.762E+00 0.0231 -0.0512 1.238E-23 6.674E+02
7.807E+00 0.0217 -0.0510 1.286E-23 6.943E+02
7.852E+00 0.0204 -0.0509 1.338E-23 7.234E+02
7.898E+00 0.0190 -0.0507 1.396E-23 7.555E+02
7.943E+00 0.0178 -0.0506 1.461E-23 7.915E+02
7.989E+00 0.0165 -0.0504 1.533E-23 8.318E+02
8.035E+00 0.0153 -0.0502 1.616E-23 8.779E+02
8.082E+00 0.0142 -0.0500 1.708E-23 9.290E+02
8.128E+00 0.0131 -0.0497 1.808E-23 9.845E+02
8.175E+00 0.0121 -0.0495 1.916E-23 1.045E+03
8.222E+00 0.0111 -0.0492 2.032E-23 1.109E+03
8.270E+00 0.0103 -0.0489 2.154E-23 1.176E+03
8.318E+00 0.0096 -0.0486 2.260E-23 1.235E+03
8.366E+00 0.0090 -0.0482 2.366E-23 1.294E+03
8.414E+00 0.0084 -0.0479 2.465E-23 1.349E+03
8.463E+00 0.0079 -0.0476 2.561E-23 1.402E+03
8.511E+00 0.0075 -0.0473 2.654E-23 1.454E+03
8.561E+00 0.0071 -0.0469 2.747E-23 1.505E+03
8.610E+00 0.0067 -0.0466 2.837E-23 1.555E+03
8.660E+00 0.0064 -0.0462 2.930E-23 1.606E+03
8.710E+00 0.0061 -0.0458 3.028E-23 1.661E+03
8.760E+00 0.0057 -0.0454 3.136E-23 1.720E+03
8.810E+00 0.0054 -0.0449 3.256E-23 1.787E+03
8.861E+00 0.0051 -0.0444 3.387E-23 1.859E+03
8.913E+00 0.0048 -0.0438 3.528E-23 1.937E+03
8.964E+00 0.0046 -0.0432 3.675E-23 2.018E+03
9.016E+00 0.0043 -0.0426 3.826E-23 2.102E+03
9.068E+00 0.0041 -0.0420 3.974E-23 2.183E+03
9.120E+00 0.0039 -0.0413 4.116E-23 2.262E+03
9.173E+00 0.0037 -0.0407 4.244E-23 2.333E+03
9.226E+00 0.0036 -0.0400 4.355E-23 2.394E+03
9.279E+00 0.0035 -0.0394 4.446E-23 2.444E+03
9.333E+00 0.0034 -0.0388 4.513E-23 2.481E+03
9.386E+00 0.0033 -0.0383 4.555E-23 2.505E+03
9.441E+00 0.0032 -0.0377 4.573E-23 2.515E+03
9.495E+00 0.0032 -0.0373 4.569E-23 2.513E+03
9.550E+00 0.0031 -0.0368 4.545E-23 2.500E+03
9.605E+00 0.0031 -0.0365 4.505E-23 2.478E+03
9.661E+00 0.0031 -0.0361 4.450E-23 2.448E+03
9.716E+00 0.0031 -0.0358 4.388E-23 2.413E+03
9.772E+00 0.0030 -0.0355 4.324E-23 2.378E+03
9.829E+00 0.0030 -0.0352 4.261E-23 2.344E+03
9.886E+00 0.0030 -0.0349 4.200E-23 2.310E+03
9.943E+00 0.0030 -0.0346 4.141E-23 2.278E+03
1.000E+01 0.0030 -0.0344 4.085E-23 2.247E+03
1.006E+01 0.0029 -0.0341 4.034E-23 2.219E+03
1.012E+01 0.0029 -0.0338 3.983E-23 2.191E+03
1.017E+01 0.0029 -0.0335 3.932E-23 2.163E+03
1.023E+01 0.0029 -0.0332 3.878E-23 2.134E+03
1.029E+01 0.0029 -0.0329 3.817E-23 2.100E+03
1.035E+01 0.0029 -0.0326 3.748E-23 2.062E+03
1.041E+01 0.0029 -0.0323 3.665E-23 2.017E+03
1.047E+01 0.0029 -0.0321 3.576E-23 1.967E+03
1.053E+01 0.0029 -0.0319 3.480E-23 1.914E+03
1.059E+01 0.0029 -0.0317 3.380E-23 1.859E+03
1.065E+01 0.0029 -0.0316 3.281E-23 1.805E+03
1.072E+01 0.0029 -0.0315 3.187E-23 1.753E+03
1.078E+01 0.0029 -0.0314 3.101E-23 1.706E+03
1.084E+01 0.0029 -0.0312 3.020E-23 1.661E+03
1.090E+01 0.0029 -0.0311 2.945E-23 1.620E+03
1.096E+01 0.0029 -0.0310 2.876E-23 1.582E+03
1.103E+01 0.0029 -0.0309 2.811E-23 1.546E+03
1.109E+01 0.0029 -0.0308 2.749E-23 1.512E+03
1.116E+01 0.0029 -0.0307 2.688E-23 1.479E+03
1.122E+01 0.0029 -0.0306 2.631E-23 1.448E+03
1.128E+01 0.0029 -0.0305 2.573E-23 1.415E+03
1.135E+01 0.0029 -0.0304 2.509E-23 1.380E+03
1.142E+01 0.0029 -0.0304 2.441E-23 1.343E+03
1.148E+01 0.0028 -0.0308 2.384E-23 1.312E+03
1.155E+01 0.0030 -0.0286 2.317E-23 1.275E+03
1.161E+01 0.0029 -0.0294 2.253E-23 1.239E+03
1.168E+01 0.0029 -0.0294 2.199E-23 1.210E+03
